ID,cnt,time_a,time_b1,time_b2,time_b3,time_b4,time_start,time_solving,time_total,time_answer,time_irrelevent,time_explore_relevent,time_ticket_explore,time_explore_total
CZE000006301168,CZE,6.1,16.4,0,30.7,0,24.9,60.6,85.5,53.2,7.4,36.8,0,44.2
CZE000006301174,CZE,17.8,9.5,0,0,0,30.8,29.4,60.2,27.3,2.1,17.8,0,19.9
CZE000006301161,CZE,0,27,0,0,0,10,27,37,27,0,0,0,0
CZE000026404659,CZE,0,15.7,0,0,0,19.2,39.5,58.7,15.7,23.8,0,0,23.8
CZE000026404661,CZE,0,18.6,0,0,0,8.8,18.6,27.4,18.6,0,0,0,0
CZE000026404665,CZE,5.8,5.3,0,15.1,0,13.5,36.2,49.7,26.2,10,20.9,0,30.9
CZE000026404671,CZE,0,0,43,0,0,31.9,43,74.9,43,0,0,6.5,86
CZE000026404666,CZE,18.6,13,0,0,0,10.2,32.7,42.9,31.6,1.1,18.6,0,19.7
CZE000026404662,CZE,0,0,0,0,0,15.9,33.9,49.8,0,33.9,0,0,33.9
CZE000026404660,CZE,27.7,13.2,0,0,0,17.3,42.1,59.4,40.9,1.2,27.7,0,28.9
CZE000024104238,CZE,9.8,8.4,0,25.2,0,17.6,50.5,68.1,43.4,7.1,35,0,42.1
CZE000024104242,CZE,20,12,0,0,0,32.1,35.2,67.3,32,3.2,20,0,23.2
CZE000024104230,CZE,0,0,0,0,0,8.6,7.6,16.2,0,7.6,0,0,7.6
CZE000024104236,CZE,14.3,7.1,0,11.6,0,15.1,47.5,62.6,33,14.5,25.9,0,40.4
CZE000024104232,CZE,5,5,0,16.9,0,22,30.9,52.9,26.9,4,21.9,0,25.9
CZE000004800857,CZE,17.5,9.8,0,7.6,0,22.6,37.2,59.8,34.9,2.3,25.1,0,27.4
CZE000004800875,CZE,5.3,14.7,0,20.3,0,14.9,44.9,59.8,40.3,4.6,25.6,0,30.2
CZE000004800876,CZE,10.3,0,14.8,6.2,0,12.3,37.6,49.9,31.3,6.3,16.5,7,52.4
CZE000004800878,CZE,4.9,9.2,0,21.7,0,23.4,37.7,61.1,35.8,1.9,26.6,0,28.5
CZE000004800873,CZE,6.8,15.8,0,19.6,0,19.5,44.4,63.9,42.2,2.2,26.4,0,28.6
CZE000004800869,CZE,6.1,7.1,0,42.9,0,13.6,71.8,85.4,56.1,15.7,49,0,64.7
CZE000004800854,CZE,2.6,5.1,0,0,17.8,18,30.8,48.8,25.5,5.3,20.4,6.1,25.7
CZE000021003730,CZE,4.4,13.3,0,23.9,0,31.8,45.4,77.2,41.6,3.8,28.3,0,32.1
CZE000021003707,CZE,11.1,21.5,0,0,0,23,34,57,32.6,1.4,11.1,0,12.5
CZE000021003721,CZE,12.1,0,0,0,0,15.6,35,50.6,12.1,22.9,12.1,0,35
CZE000021003706,CZE,8.3,17.5,0,0,0,11,48.8,59.8,25.8,23,8.3,0,31.3
CZE000021003720,CZE,14.1,5.3,0,16.6,0,11.2,41.1,52.3,36,5.1,30.7,0,35.8
CZE000001800269,CZE,0,0,0,0,0,24.9,90.3,115.2,0,90.3,0,0,90.3
CZE000001800250,CZE,0,16.5,0,0,0,35.8,16.5,52.3,16.5,0,0,0,0
CZE000001800270,CZE,59.8,10.3,0,0,0,18.3,72.1,90.4,70.1,2,59.8,0,61.8
CZE000001800268,CZE,119.3,6.8,0,0,0,15.5,127.3,142.8,126.1,1.2,119.3,0,120.5
CZE000001800267,CZE,3.6,0,0,27.5,0,15.7,36.3,52,31.1,5.2,31.1,0,36.3
CZE000001800251,CZE,4.6,12.4,0,22.5,0,31.2,43.1,74.3,39.5,3.6,27.1,0,30.7
CZE000028505053,CZE,5.6,0,0,30.4,0,10.4,42,52.4,36,6,36,0,42
CZE000028505052,CZE,6.7,0,7.7,0,0,11.4,15.5,26.9,14.4,1.1,6.7,3.1,23.2
CZE000028505044,CZE,0,5.8,0,7.9,0,9.7,45.8,55.5,13.7,32.1,7.9,0,40
CZE000028505057,CZE,3.9,15,0,21,0,9.6,41.8,51.4,39.9,1.9,24.9,0,26.8
CZE000028505051,CZE,0,31,0,0,0,14.1,31,45.1,31,0,0,0,0
CZE000028505055,CZE,22.9,10,0,14.3,0,22.1,54.5,76.6,47.2,7.3,37.2,0,44.5
CZE000028505058,CZE,13.4,5.2,0,40.5,0,11.4,66.5,77.9,59.1,7.4,53.9,0,61.3
CZE000019503411,CZE,0,34.6,0,0,0,32,34.6,66.6,34.6,0,0,0,0
CZE000019503398,CZE,18.4,17.8,0,0,0,19,37.6,56.6,36.2,1.4,18.4,0,19.8
CZE000019503388,CZE,0,0,0,0,0,8.3,19,27.3,0,19,0,0,19
CZE000019503395,CZE,6.9,7.4,0,22.9,0,22.8,39.5,62.3,37.2,2.3,29.8,0,32.1
CZE000019503389,CZE,0,0,0,0,0,7.1,24.4,31.5,0,24.4,0,0,24.4
CZE000019503413,CZE,11.9,6.9,0,0,0,23.5,20,43.5,18.8,1.2,11.9,0,13.1
CZE000017703127,CZE,21.9,7.1,0,22.1,0,13.9,54.4,68.3,51.1,3.3,44,0,47.3
CZE000017703107,CZE,0,17.2,0,48.2,0,10.3,68.5,78.8,65.4,3.1,48.2,0,51.3
CZE000017703123,CZE,51.5,5.4,0,33.2,0,12.5,94.5,107,90.1,4.4,84.7,0,89.1
CZE000017703115,CZE,39.2,19.9,0,0,0,16.4,61,77.4,59.1,1.9,39.2,0,41.1
CZE000017703109,CZE,0,39.9,0,0,0,11.5,39.9,51.4,39.9,0,0,0,0
CZE000017703126,CZE,24.7,5.2,0,0,0,17.6,31,48.6,29.9,1.1,24.7,0,25.8
CZE000013002342,CZE,0,19.6,0,0,0,7.5,19.6,27.1,19.6,0,0,0,0
CZE000013002349,CZE,0,28.1,0,0,0,18.7,28.1,46.8,28.1,0,0,0,0
CZE000013002347,CZE,0,12.8,0,0,0,18.1,12.8,30.9,12.8,0,0,0,0
CZE000013002338,CZE,0,25.4,0,0,0,20.5,25.4,45.9,25.4,0,0,0,0
CZE000013002337,CZE,0,0,0,0,0,1,9.2,10.2,0,9.2,0,0,9.2
CZE000013002352,CZE,0,0,0,0,0,25.8,21.5,47.3,0,21.5,0,0,21.5
CZE000013002346,CZE,10.1,0,6.3,0,23.8,18,50.1,68.1,40.2,9.9,33.9,5.4,56.4
CZE000013002341,CZE,33.1,6.3,0,15.3,0,17.2,62.4,79.6,54.7,7.7,48.4,0,56.1
CZE000012402224,CZE,3.5,7.2,0,15.9,0,37.2,29.9,67.1,26.6,3.3,19.4,0,22.7
CZE000012402238,CZE,13.6,5.4,0,17.6,0,23.9,39.8,63.7,36.6,3.2,31.2,0,34.4
CZE000012402233,CZE,3.2,7.1,0,13.2,0,26,25.6,51.6,23.5,2.1,16.4,0,18.5
CZE000012402230,CZE,0,0,0,0,0,15.4,28,43.4,0,28,0,0,28
CZE000012402217,CZE,4.6,5.3,0,14.1,0,17.9,26.9,44.8,24,2.9,18.7,0,21.6
CZE000012402218,CZE,16.8,6.2,0,0,0,16.4,24.5,40.9,23,1.5,16.8,0,18.3
CZE000012402237,CZE,10.7,0,0,0,0,13.9,40.8,54.7,10.7,30.1,10.7,0,40.8
CZE000022003874,CZE,0,0,30.3,0,0,13.3,30.3,43.6,30.3,0,0,7.1,60.6
CZE000022003878,CZE,0,10.3,0,0,35.1,10.9,49.1,60,45.4,3.7,35.1,5.9,38.8
CZE000022003869,CZE,21.6,7.1,0,0,0,13.4,30.1,43.5,28.7,1.4,21.6,0,23
CZE000022003881,CZE,0,0,0,0,0,41.1,20.7,61.8,0,20.7,0,0,20.7
CZE000022003851,CZE,9.2,15.9,0,0,0,19.3,29.2,48.5,25.1,4.1,9.2,0,13.3
CZE000022003864,CZE,0,28.4,0,0,0,40.6,28.4,69,28.4,0,0,0,0
CZE000022003858,CZE,0,23.5,0,0,0,21.3,23.5,44.8,23.5,0,0,0,0
CZE000011502041,CZE,0,27.4,0,0,0,10.8,27.4,38.2,27.4,0,0,0,0
CZE000011502044,CZE,26.9,11.1,0,0,0,17.1,40.4,57.5,38,2.4,26.9,0,29.3
CZE000011502037,CZE,6.7,10.1,0,26.7,0,9.4,45.4,54.8,43.5,1.9,33.4,0,35.3
CZE000011502047,CZE,37.8,27.4,0,0,0,11.4,67.6,79,65.2,2.4,37.8,0,40.2
CZE000011502048,CZE,0,18.2,0,0,0,13.5,18.2,31.7,18.2,0,0,0,0
CZE000011502035,CZE,4.8,21.3,0,7.2,0,22.8,36.8,59.6,33.3,3.5,12,0,15.5
CZE000008201453,CZE,9.1,5.2,0,33.1,0,19.7,49.3,69,47.4,1.9,42.2,0,44.1
CZE000008201449,CZE,0,12.9,0,0,0,13.5,12.9,26.4,12.9,0,0,0,0
CZE000008201462,CZE,13.9,14.1,0,0,0,17,29.3,46.3,28,1.3,13.9,0,15.2
CZE000008201455,CZE,3.6,0,0,24.1,0,16.2,36.6,52.8,27.7,8.9,27.7,0,36.6
CZE000008201452,CZE,22.9,12.8,0,9.4,0,2.3,49.5,51.8,45.1,4.4,32.3,0,36.7
CZE000008201459,CZE,6,15.5,0,0,15.7,16.8,57.2,74,37.2,20,21.7,4.6,41.7
CZE000007501381,CZE,0,24.8,0,0,0,53.3,24.8,78.1,24.8,0,0,0,0
CZE000007501374,CZE,0,0,0,0,0,10.8,2.5,13.3,0,2.5,0,0,2.5
CZE000007501361,CZE,0,17.8,0,0,0,24.4,17.8,42.2,17.8,0,0,0,0
CZE000007501358,CZE,0,36.2,0,0,0,22.2,36.2,58.4,36.2,0,0,0,0
CZE000007501371,CZE,22.3,6.5,0,0,0,26.1,30.8,56.9,28.8,2,22.3,0,24.3
CZE000007501355,CZE,38.8,0,0,65.6,0,10.9,119.7,130.6,104.4,15.3,104.4,0,119.7
CZE000007501363,CZE,0,0,0,0,0,9.9,25.4,35.3,0,25.4,0,0,25.4
CZE000002400390,CZE,0,0,0,0,0,23.8,29,52.8,0,29,0,0,29
CZE000002400395,CZE,0,0,0,0,0,11.3,25.2,36.5,0,25.2,0,0,25.2
CZE000002400402,CZE,6.6,11.5,0,22.7,0,45.9,43.4,89.3,40.8,2.6,29.3,0,31.9
CZE000002400376,CZE,22,5.8,0,14.8,21.8,21.1,68.9,90,64.4,4.5,58.6,1.8,63.1
CZE000002400400,CZE,16.6,9.6,0,14.8,0,14.3,47.2,61.5,41,6.2,31.4,0,37.6
CZE000002400378,CZE,0,0,0,0,0,34.2,11,45.2,0,11,0,0,11
CZE000023004025,CZE,28.3,9,0,0,0,11.1,38.3,49.4,37.3,1,28.3,0,29.3
CZE000023004020,CZE,0,16,0,0,0,11.3,16,27.3,16,0,0,0,0
CZE000023004039,CZE,0,4.2,0,0,0,20.3,4.2,24.5,4.2,0,0,0,0
CZE000023004022,CZE,8,15.4,0,18.4,0,18.2,59.4,77.6,41.8,17.6,26.4,0,44
CZE000023004026,CZE,27.3,12.6,0,0,0,34.3,41.3,75.6,39.9,1.4,27.3,0,28.7
CZE000023004019,CZE,27.7,0,32,0,0,12.1,64.1,76.2,59.7,4.4,27.7,18.7,96.1
CZE000023004031,CZE,9.9,3.1,0,5.5,0,18.5,23.8,42.3,18.5,5.3,15.4,0,20.7
CZE000022503961,CZE,0,0,0,0,0,11.2,9,20.2,0,9,0,0,9
CZE000022503972,CZE,10.8,0,0,0,0,22.7,23.8,46.5,10.8,13,10.8,0,23.8
CZE000022503960,CZE,26.2,0,0,0,21.3,17,54.7,71.7,47.5,7.2,47.5,6.8,54.7
CZE000022503969,CZE,15.9,11.2,0,0,0,10.3,28.2,38.5,27.1,1.1,15.9,0,17
CZE000022503962,CZE,16.2,14.4,0,0,0,15.9,34.7,50.6,30.6,4.1,16.2,0,20.3
CZE000022503967,CZE,0,24.6,0,0,0,7.1,24.6,31.7,24.6,0,0,0,0
CZE000022503968,CZE,0,12.8,0,0,0,14.4,19.4,33.8,12.8,6.6,0,0,6.6
CZE000014702652,CZE,0,12.5,0,25.9,0,11.7,40.6,52.3,38.4,2.2,25.9,0,28.1
CZE000014702640,CZE,0,34.4,0,0,0,22.8,34.4,57.2,34.4,0,0,0,0
CZE000014702645,CZE,0,0,10.4,0,0,28.5,10.4,38.9,10.4,0,0,0.9,20.8
CZE000014702651,CZE,0,0,0,0,0,14.8,21.4,36.2,0,21.4,0,0,21.4
CZE000014702636,CZE,4.3,8,0,26.3,0,17.9,43,60.9,38.6,4.4,30.6,0,35
CZE000014702642,CZE,32,15.6,0,0,0,24.2,49.2,73.4,47.6,1.6,32,0,33.6
CZE000014702637,CZE,0,21.9,0,0,0,9.6,21.9,31.5,21.9,0,0,0,0
CZE000011702094,CZE,6.7,10.4,0,18.9,0,9.4,38.1,47.5,36,2.1,25.6,0,27.7
CZE000011702082,CZE,27.7,14.8,0,0,0,24.2,43.8,68,42.5,1.3,27.7,0,29
CZE000011702078,CZE,0,26.5,0,0,0,17.7,26.5,44.2,26.5,0,0,0,0
CZE000011702092,CZE,6.7,7.5,0,0,0,14.9,15.3,30.2,14.2,1.1,6.7,0,7.8
CZE000011702091,CZE,0,0,0,0,0,14.7,43.4,58.1,0,43.4,0,0,43.4
CZE000021503781,CZE,7.4,3.5,0,20.2,0,19,33.5,52.5,31.1,2.4,27.6,0,30
CZE000021503788,CZE,4.4,5.8,0,15.6,0,20.8,30.3,51.1,25.8,4.5,20,0,24.5
CZE000021503797,CZE,4.4,3.9,0,10.5,0,15.1,20.9,36,18.8,2.1,14.9,0,17
CZE000021503778,CZE,0,14.3,0,0,0,13.7,14.3,28,14.3,0,0,0,0
CZE000021503792,CZE,0,7.2,0,0,0,9.3,7.2,16.5,7.2,0,0,0,0
CZE000021503776,CZE,0,0,0,0,0,17,39.2,56.2,0,39.2,0,0,39.2
CZE000017003014,CZE,3.8,3.9,0,19.8,0,15,29.9,44.9,27.5,2.4,23.6,0,26
CZE000017003028,CZE,7.3,12.6,0,12,0,23.5,35,58.5,31.9,3.1,19.3,0,22.4
CZE000017003009,CZE,0,21.8,0,0,0,12.8,21.8,34.6,21.8,0,0,0,0
CZE000017003018,CZE,11.8,7.7,0,10.5,0,14.5,32.4,46.9,30,2.4,22.3,0,24.7
CZE000017003025,CZE,0,3.1,0,0,0,7,3.1,10.1,3.1,0,0,0,0
CZE000017003027,CZE,0,0,0,0,0,18.4,32,50.4,0,32,0,0,32
CZE000022203943,CZE,8,18.7,0,29.3,0,21.5,58.4,79.9,56,2.4,37.3,0,39.7
CZE000022203921,CZE,9.3,14.3,0,0,0,12.8,24.7,37.5,23.6,1.1,9.3,0,10.4
CZE000022203926,CZE,10.6,16.8,0,6.8,0,22,37.2,59.2,34.2,3,17.4,0,20.4
CZE000022203911,CZE,0,0,0,0,0,28.1,15.3,43.4,0,15.3,0,0,15.3
CZE000022203933,CZE,0,0,0,0,0,28.1,45.4,73.5,0,45.4,0,0,45.4
CZE000022203932,CZE,16.8,7.4,0,0,0,16.1,25,41.1,24.2,0.8,16.8,0,17.6
CZE000022203940,CZE,10.1,3.7,0,0,16,26.8,35.1,61.9,29.8,5.3,26.1,9.9,31.4
CZE000011201961,CZE,8.1,3.3,0,0,22.5,17.1,44.1,61.2,33.9,10.2,30.6,6.9,40.8
CZE000011201964,CZE,5,8.4,0,14.8,0,26.8,36.3,63.1,28.2,8.1,19.8,0,27.9
CZE000011201956,CZE,15.4,4.8,0,9.7,0,24.7,32.8,57.5,29.9,2.9,25.1,0,28
CZE000011201969,CZE,19.4,0,0,30.7,0,20.3,57.4,77.7,50.1,7.3,50.1,0,57.4
CZE000011201982,CZE,4.1,6.2,0,9.3,0,18.1,24.8,42.9,19.6,5.2,13.4,0,18.6
CZE000011201976,CZE,3.2,10.2,0,12.5,0,15.2,31.1,46.3,25.9,5.2,15.7,0,20.9
CZE000011201977,CZE,18.7,9.7,0,0,0,33.3,29.8,63.1,28.4,1.4,18.7,0,20.1
CZE000029105168,CZE,22,5.4,0,14.7,0,16.1,44.5,60.6,42.1,2.4,36.7,0,39.1
CZE000029105185,CZE,0,54.5,0,0,0,21.6,54.5,76.1,54.5,0,0,0,0
CZE000029105177,CZE,0,34.2,0,0,0,7.9,34.2,42.1,34.2,0,0,0,0
CZE000029105174,CZE,0,0,0,0,0,20,16.1,36.1,0,16.1,0,0,16.1
CZE000029105175,CZE,8.4,6.6,0,10.2,0,23.3,40.1,63.4,25.2,14.9,18.6,0,33.5
CZE000029105183,CZE,17.2,14.1,0,0,0,23.1,33.5,56.6,31.3,2.2,17.2,0,19.4
CZE000029105169,CZE,19.2,6.1,0,9.8,0,17.9,41,58.9,35.1,5.9,29,0,34.9
CZE000027604917,CZE,5.6,5.1,0,0,26.1,49.7,40.7,90.4,36.8,3.9,31.7,6.8,35.6
CZE000027604920,CZE,15.9,0,0,0,0,29.4,27.6,57,15.9,11.7,15.9,0,27.6
CZE000027604916,CZE,13.6,0,9.1,0,0,20,24.2,44.2,22.7,1.5,13.6,2.1,33.3
CZE000027604910,CZE,0,18.8,0,0,0,25.4,18.8,44.2,18.8,0,0,0,0
CZE000027604924,CZE,0,0,50.1,0,0,9.5,50.1,59.6,50.1,0,0,2.9,100.2
CZE000027604915,CZE,0,20.3,0,0,0,25.8,20.3,46.1,20.3,0,0,0,0
CZE000027604914,CZE,14.8,10.3,0,0,0,14.9,27.2,42.1,25.1,2.1,14.8,0,16.9
CZE000003400591,CZE,12.4,4.4,0,0,0,15.5,17.8,33.3,16.8,1,12.4,0,13.4
CZE000003400611,CZE,6.9,7.7,0,0,0,14.1,18.7,32.8,14.6,4.1,6.9,0,11
CZE000003400608,CZE,2.9,13.9,0,15.6,0,21.7,40,61.7,32.4,7.6,18.5,0,26.1
CZE000003400615,CZE,6.3,14.3,0,14.4,0,19.5,37.4,56.9,35,2.4,20.7,0,23.1
CZE000003400586,CZE,0,0,0,0,0,14.5,32.8,47.3,0,32.8,0,0,32.8
CZE000003400606,CZE,5,4.8,0,7.9,0,42.2,25.1,67.3,17.7,7.4,12.9,0,20.3
CZE000003400605,CZE,23.2,4.8,0,0,13.7,25.7,50.1,75.8,41.7,8.4,36.9,2.2,45.3
CZE000012902330,CZE,4.5,4.1,0,19.3,0,9.8,42.3,52.1,27.9,14.4,23.8,0,38.2
CZE000012902314,CZE,0,26.9,0,0,0,10.3,26.9,37.2,26.9,0,0,0,0
CZE000012902334,CZE,6.6,9,0,0,17.3,13.2,35.5,48.7,32.9,2.6,23.9,3.6,26.5
CZE000012902305,CZE,1.5,6.8,0,21,0,13.8,33.3,47.1,29.3,4,22.5,0,26.5
CZE000012902325,CZE,12,25.4,0,0,0,31.4,38.7,70.1,37.4,1.3,12,0,13.3
CZE000005701058,CZE,14.2,6.6,0,0,0,19.7,37.6,57.3,20.8,16.8,14.2,0,31
CZE000005701044,CZE,12.4,0,0,0,0,16.5,32.6,49.1,12.4,20.2,12.4,0,32.6
CZE000005701043,CZE,0,0,0,0,0,13,17,30,0,17,0,0,17
CZE000005701062,CZE,10.3,4,0,14.3,0,14.2,32.4,46.6,28.6,3.8,24.6,0,28.4
CZE000005701059,CZE,0,53.9,0,0,0,15.5,53.9,69.4,53.9,0,0,0,0
CZE000005701055,CZE,6.7,0,0,0,0,10.6,17.8,28.4,6.7,11.1,6.7,0,17.8
CZE000005701053,CZE,2.9,11.5,0,19.3,0,21.6,36.5,58.1,33.7,2.8,22.2,0,25
CZE000007801412,CZE,0,0,0,0,0,9.3,45.8,55.1,0,45.8,0,0,45.8
CZE000007801410,CZE,4.1,9.7,0,11.3,0,17,33.9,50.9,25.1,8.8,15.4,0,24.2
CZE000007801401,CZE,0,0,0,0,0,40.5,42.7,83.2,0,42.7,0,0,42.7
CZE000007801409,CZE,12.7,0,0,0,0,27.4,25.2,52.6,12.7,12.5,12.7,0,25.2
CZE000007801406,CZE,22.6,0,0,15.9,0,11.7,46.6,58.3,38.5,8.1,38.5,0,46.6
CZE000007301312,CZE,0,46.7,0,0,0,28.8,46.7,75.5,46.7,0,0,0,0
CZE000007301306,CZE,0,18,0,0,0,12.6,18,30.6,18,0,0,0,0
CZE000007301309,CZE,5.7,6,0,6.5,0,16.6,20.6,37.2,18.2,2.4,12.2,0,14.6
CZE000007301311,CZE,0,70.8,0,0,0,15.6,70.8,86.4,70.8,0,0,0,0
CZE000007301310,CZE,30.8,0,0,0,0,10.4,34.7,45.1,30.8,3.9,30.8,0,34.7
CZE000007301315,CZE,4.6,10.9,0,16.2,0,17.1,34.4,51.5,31.7,2.7,20.8,0,23.5
CZE000008401471,CZE,14.2,11.8,0,0,0,14.2,29.4,43.6,26,3.4,14.2,0,17.6
CZE000008401472,CZE,4.5,6.3,0,38.2,0,22.4,53,75.4,49,4,42.7,0,46.7
CZE000008401475,CZE,38.5,9.3,0,8.5,0,22.2,59.3,81.5,56.3,3,47,0,50
CZE000008401476,CZE,0,18,0,0,0,8.3,27.4,35.7,18,9.4,0,0,9.4
CZE000008401477,CZE,15.4,12.9,0,0,0,17.9,29.5,47.4,28.3,1.2,15.4,0,16.6
CZE000008401474,CZE,5.8,0,12.1,10.3,0,26.7,30.3,57,28.2,2.1,16.1,4.1,42.4
CZE000003300565,CZE,0,0,0,0,0,37.5,36.5,74,0,36.5,0,0,36.5
CZE000003300580,CZE,13,11,0,0,0,15.5,25.5,41,24,1.5,13,0,14.5
CZE000003300574,CZE,0,29.8,0,0,0,10.6,32,42.6,29.8,2.2,0,0,2.2
CZE000003300555,CZE,0,22.8,0,0,0,39.7,22.8,62.5,22.8,0,0,0,0
CZE000003300562,CZE,8.9,18,0,0,0,12.7,54.2,66.9,26.9,27.3,8.9,0,36.2
CZE000003300571,CZE,9,6.4,0,0,0,17.8,16.4,34.2,15.4,1,9,0,10
CZE000003300559,CZE,16.1,4.9,0,0,22.9,33.3,54.3,87.6,43.9,10.4,39,15.6,49.4
CZE000003300567,CZE,0,26.6,0,0,0,21.7,26.6,48.3,26.6,0,0,0,0
CZE000009301652,CZE,0,12.2,0,0,0,22.1,12.2,34.3,12.2,0,0,0,0
CZE000009301654,CZE,8.2,6.8,0,6.1,0,18.5,46.1,64.6,21.1,25,14.3,0,39.3
CZE000009301639,CZE,0,29.8,0,0,0,12,29.8,41.8,29.8,0,0,0,0
CZE000009301624,CZE,0,0,0,0,0,10.7,4,14.7,0,4,0,0,4
CZE000009301633,CZE,17,9.1,0,0,0,19.8,27,46.8,26.1,0.9,17,0,17.9
CZE000009301634,CZE,0,32.5,0,0,0,8.8,32.5,41.3,32.5,0,0,0,0
CZE000002800469,CZE,0,23.9,0,0,0,8.6,28.4,37,23.9,4.5,0,0,4.5
CZE000002800460,CZE,20.2,26.2,0,0,0,18.6,47.6,66.2,46.4,1.2,20.2,0,21.4
CZE000002800477,CZE,6.8,35.9,0,17.5,0,23.5,62.5,86,60.2,2.3,24.3,0,26.6
CZE000002800458,CZE,14.3,6.4,0,15.4,0,28.5,38.7,67.2,36.1,2.6,29.7,0,32.3
CZE000002800480,CZE,0,0,0,60.1,0,15.4,72.7,88.1,60.1,12.6,60.1,0,72.7
CZE000002800475,CZE,0,0,0,0,0,24.7,34.7,59.4,0,34.7,0,0,34.7
CZE000029505275,CZE,0,34.5,0,0,0,19.6,34.5,54.1,34.5,0,0,0,0
CZE000029505271,CZE,15,13.1,0,0,0,26.4,34,60.4,28.1,5.9,15,0,20.9
CZE000029505256,CZE,0,26,0,0,0,22.6,26,48.6,26,0,0,0,0
CZE000029505262,CZE,19.9,13.3,0,0,0,8.1,34.8,42.9,33.2,1.6,19.9,0,21.5
CZE000029505255,CZE,11.6,16.9,0,0,0,27.4,30.6,58,28.5,2.1,11.6,0,13.7
CZE000029505246,CZE,21.2,13.2,0,0,0,12,41.1,53.1,34.4,6.7,21.2,0,27.9
CZE000029505257,CZE,0,15,0,0,0,24.5,15,39.5,15,0,0,0,0
CZE000018303213,CZE,0,26.3,0,0,0,11,30.3,41.3,26.3,4,0,0,4
CZE000018303233,CZE,23.4,9.3,0,0,0,12.4,35.3,47.7,32.7,2.6,23.4,0,26
CZE000018303207,CZE,20,11.4,0,0,0,12.1,32.8,44.9,31.4,1.4,20,0,21.4
CZE000001400190,CZE,17,13.1,0,0,0,18,31.4,49.4,30.1,1.3,17,0,18.3
CZE000001400182,CZE,0,0,0,0,0,6.6,19.5,26.1,0,19.5,0,0,19.5
CZE000001400181,CZE,0,54.5,0,0,0,7.5,54.5,62,54.5,0,0,0,0
CZE000001400184,CZE,5,14.6,0,17.2,0,17.2,39,56.2,36.8,2.2,22.2,0,24.4
CZE000001400187,CZE,0,26.2,0,0,0,10,26.2,36.2,26.2,0,0,0,0
CZE000003100538,CZE,0,18.2,0,0,0,23,18.2,41.2,18.2,0,0,0,0
CZE000003100542,CZE,0,18.2,0,0,0,18.4,18.2,36.6,18.2,0,0,0,0
CZE000003100540,CZE,0,0,0,0,0,11.8,28.2,40,0,28.2,0,0,28.2
CZE000003100543,CZE,25.4,8.4,0,0,0,11,34.5,45.5,33.8,0.7,25.4,0,26.1
CZE000003100539,CZE,27.8,4.6,0,0,8.1,30.2,50.9,81.1,40.5,10.4,35.9,4.5,46.3
CZE000012702277,CZE,21.7,0,0,0,0,17.3,28.2,45.5,21.7,6.5,21.7,0,28.2
CZE000012702269,CZE,5.6,8.6,0,31.2,0,16.9,47.4,64.3,45.4,2,36.8,0,38.8
CZE000012702285,CZE,17.8,12.2,0,0,0,18.2,32.8,51,30,2.8,17.8,0,20.6
CZE000012702274,CZE,23.5,0,0,0,0,21.9,37.8,59.7,23.5,14.3,23.5,0,37.8
CZE000012702264,CZE,0,0,0,0,0,8.9,62.2,71.1,0,62.2,0,0,62.2
CZE000022804002,CZE,0,26.9,0,0,0,7.4,26.9,34.3,26.9,0,0,0,0
CZE000022804004,CZE,23.6,8.3,0,0,0,13.5,34.4,47.9,31.9,2.5,23.6,0,26.1
CZE000022804003,CZE,0,25.5,0,0,0,9.7,25.5,35.2,25.5,0,0,0,0
CZE000017103034,CZE,0,0,0,0,0,51.5,6.2,57.7,0,6.2,0,0,6.2
CZE000017103036,CZE,12.9,5.7,0,38.5,0,27,59.7,86.7,57.1,2.6,51.4,0,54
CZE000017103038,CZE,0,33.6,0,0,0,8.1,33.6,41.7,33.6,0,0,0,0
CZE000017103030,CZE,34.7,0,0,0,0,32.9,75.2,108.1,34.7,40.5,34.7,0,75.2
CZE000017103037,CZE,29.5,7.7,0,9.5,0,14.3,49.3,63.6,46.7,2.6,39,0,41.6
CZE000017103033,CZE,5.4,10.2,0,0,46.1,30.6,63.1,93.7,61.7,1.4,51.5,20.9,52.9
CZE000020903692,CZE,0,21,0,0,0,18,21,39,21,0,0,0,0
CZE000020903695,CZE,4.1,3.9,0,11.5,0,22.7,27.1,49.8,19.5,7.6,15.6,0,23.2
CZE000020903697,CZE,31.9,7.8,0,5.7,0,23.8,52.5,76.3,45.4,7.1,37.6,0,44.7
CZE000020903688,CZE,0,0,0,0,0,38,6.6,44.6,0,6.6,0,0,6.6
CZE000020903687,CZE,0,5.1,0,0,0,21.5,5.1,26.6,5.1,0,0,0,0
CZE000020903686,CZE,15.5,6.9,0,6.7,0,14.3,36.2,50.5,29.1,7.1,22.2,0,29.3
CZE000020903684,CZE,6.6,6,0,0,0,19.6,25.7,45.3,12.6,13.1,6.6,0,19.7
CZE000014802666,CZE,0,10.7,0,0,0,19.1,10.7,29.8,10.7,0,0,0,0
CZE000014802669,CZE,0,0,0,0,0,19.6,25.5,45.1,0,25.5,0,0,25.5
CZE000014802660,CZE,16.4,0,0,0,0,11.2,24.1,35.3,16.4,7.7,16.4,0,24.1
CZE000014802667,CZE,3.4,0,0,12.9,0,11.4,26.1,37.5,16.3,9.8,16.3,0,26.1
CZE000025704522,CZE,0,6.7,0,26,0,19.8,43.7,63.5,32.7,11,26,0,37
